FEN,Moves,Moves_UCI,Puzzle_ID,%win_LST_best_move,%win_Stockfish_best_move,CP_LST_best_move,CP_Stockfish_best_move,move_LST,correct_LST,%win_LST_move_LST,%win_Stockfish_move_LST,CP_LST_move_LST,CP_Stockfish_move_LST,move_Stockfish,correct_Stockfish,%win_LST_move_Stockfish,%win_Stockfish_move_Stockfish,CP_LST_move_Stockfish,CP_Stockfish_move_Stockfish
r1br2k1/1pp2p1p/n5p1/p3q3/P1Q1P3/2N3P1/1P3PBP/R4RK1 b - - 0 1,c6,c7c6,001SBP,0.5764008106452907,0.6260928550975975,83,140,c7c6,True,0.5764008106452907,0.6260928550975975,83,140,c7c6,True,0.5764008106452907,0.6260928550975975,83,140
r4rk1/2qnbppp/p3p3/2pbP3/2N5/1P3N2/P2BQPPP/R4RK1 b - - 0 1,a5,a6a5,002SBP,0.5565824512216757,0.5495449603745888,61,54,a6a5,True,0.5565824512216757,0.5495449603745888,61,54,a6a5,True,0.5565824512216757,0.5495449603745888,61,54
4rrk1/p1pbqppp/1pnb4/4p3/2PP4/P3PN1P/1BQ1BPP1/R4RK1 w - - 0 1,c5,c4c5,003SBP,0.5632500233824309,0.5531881623684916,69,58,c4c5,True,0.5632500233824309,0.5531881623684916,69,58,f1e1,False,0.49277630554833585,0.5658919665398462,-7,72
2r2rk1/pq1n1ppp/4pb2/8/Pp1B4/1P2PN1P/4QPP1/2RR2K1 w - - 0 1,Qb5,e2b5,004SBP,0.5589675182007423,0.6406270050754315,64,157,e2b5,True,0.5589675182007423,0.6406270050754315,64,157,e2b5,True,0.5589675182007423,0.6406270050754315,64,157
3r1rk1/1p4p1/p1pnbq1p/P2pNp2/1P1P1PPP/3BP3/2Q1R1K1/5R2 b - - 0 1,fxg4,f5g4,005SBP,0.5342259353840837,0.589244688568345,37,98,f5g4,True,0.5342259353840837,0.589244688568345,37,98,f5g4,True,0.5342259353840837,0.589244688568345,37,98
r6k/2pq1rbp/1p1p4/p2Pp1R1/P1P1Bn1P/1P2BP2/6Q1/2K3R1 w - - 0 1,Bxf4,e3f4,006SBP,0.6924223596008671,0.6858096201223898,220,212,e3f4,True,0.6924223596008671,0.6858096201223898,220,212,e3f4,True,0.6924223596008671,0.6858096201223898,220,212
1r1b1rk1/p1pq1ppp/3p4/2pN4/4P3/1P4Q1/P1P2PPP/R4RK1 w - - 0 1,Rad1,a1d1,007SBP,0.5506879905609603,0.5640820298184349,55,70,a1d1,True,0.5506879905609603,0.5640820298184349,55,70,a1d1,True,0.5506879905609603,0.5640820298184349,55,70
r3qrk1/pb3pp1/1p5p/2ppP1bQ/8/2PBP1B1/P4PPP/2R2RK1 w - - 0 1,f4,f2f4,008SBP,0.6280853988159883,0.6540749558280547,142,173,f2f4,True,0.6280853988159883,0.6540749558280547,142,173,f2f4,True,0.6280853988159883,0.6540749558280547,142,173
3q1r1k/1p2p1bp/3p4/5p2/rPP5/5P2/3BQ1PP/1R3R1K w - - 0 1,Bg5,d2g5,009SBP,0.5853405720151335,0.623503343299711,93,137,d2g5,True,0.5853405720151335,0.623503343299711,93,137,d2g5,True,0.5853405720151335,0.623503343299711,93,137
1r4k1/1q3ppp/1b6/2p5/Q1B1P3/5P2/6PP/1R4K1 w - - 0 1,Rd1,b1d1,010SBP,0.5440226049628774,0.5758139966794447,47,83,g2g3,False,0.5609096877746985,0.5211593152406621,66,23,b1d1,True,0.5440226049628774,0.5758139966794447,47,83
q5k1/1p3pb1/2ppbnpp/1P2pn2/2P5/2NP2P1/1B1NPPBP/3Q2K1 w - - 0 1,Qa4,d1a4,011SBP,0.5406203009260486,0.5740142874632654,44,81,d1a4,True,0.5406203009260486,0.5740142874632654,44,81,d1a4,True,0.5406203009260486,0.5740142874632654,44,81
2r3k1/1p1bn1pn/pq1p3p/3Pp3/4P3/2BB2PP/PP2Q2R/2K2N2 b - - 0 1,Bb5,d7b5,012SBP,0.5797123868068164,0.6338176636011208,87,149,d7b5,True,0.5797123868068164,0.6338176636011208,87,149,d7b5,True,0.5797123868068164,0.6338176636011208,87,149
r2qkb1r/1b1npppp/p4n2/1pp5/8/1P2PN2/PB1PBPPP/RN1Q1RK1 w kq - 0 1,a4,a2a4,013SBP,0.5513857303414222,0.5202403732122675,56,22,a2a4,True,0.5513857303414222,0.5202403732122675,56,22,d1c2,False,0.5243720534867389,0.545896437602999,26,50
r1bq1rk1/pp2n1bp/2p2np1/3p4/5PP1/2N1BB1P/PPP1N3/R2Q1RK1 b - - 0 1,h5,h7h5,014SBP,0.577204483314568,0.589244688568345,84,98,h7h5,True,0.577204483314568,0.589244688568345,84,98,h7h5,True,0.577204483314568,0.589244688568345,84,98
3b2k1/1bq2ppp/pp3n2/2p1p3/P3P3/2N1BP2/1PP2QPP/5BK1 w - - 0 1,Bc4,f1c4,015SBP,0.5677567707798515,0.6007787318117942,74,111,b2b3,False,0.569329968507964,0.545896437602999,75,50,f1c4,True,0.5677567707798515,0.6007787318117942,74,111
r4rk1/1bp1q1pp/1p1pn3/8/1PP1np2/2BRPN2/2Q1BPPP/5RK1 b - - 0 1,N4g5,e4g5,016SBP,0.6078358609476222,0.5954683835833042,119,105,e4g5,True,0.6078358609476222,0.5954683835833042,119,105,e4g5,True,0.6078358609476222,0.5954683835833042,119,105
r2q1rk1/pp2bppp/4pn2/3nN3/3P4/1B6/PP2QPPP/R1B1R1K1 w - - 0 1,Bg5,c1g5,017SBP,0.5227806885536286,0.5330902822991305,24,36,e1d1,False,0.5252829335857863,0.5082839219143761,27,9,c1g5,True,0.5227806885536286,0.5330902822991305,24,36
5r2/2pq2kn/1ppp3p/r4Pp1/2Q5/6BP/PPP2PP1/R4RK1 w - - 0 1,b4,b2b4,018SBP,0.589893000763483,0.6095763271311208,98,121,a2a4,False,0.5907927200242685,0.6086996650452808,99,120,b2b4,True,0.589893000763483,0.6095763271311208,98,121
1n1rn1k1/p4pp1/1p2pq1p/4N3/1BQPPP2/P6P/6P1/4R1K1 w - - 0 1,a4,a3a4,019SBP,0.5530770826431477,0.5522778816577142,57,57,e1f1,False,0.5908474972040327,0.5865684965842631,99,95,e1f1,False,0.5908474972040327,0.5865684965842631,99,95
r2r2k1/p3ppbp/Bpn3pB/q1p5/3PP3/2P5/P2QNPPP/2RR2K1 b - - 0 1,Qxa6,a5a6,020SBP,0.45134900355191016,0.4089741028083871,-53,-100,g7h6,False,0.4781753279394467,0.4277873846879599,-23,-79,g7h6,False,0.4781753279394467,0.4277873846879599,-23,-79
1Q2n3/1b1qn2k/3p3p/2pPp1pP/1pP1P1P1/1P2BBN1/6K1/8 w - - 0 1,Bxc5,e3c5,021SBP,0.6256013469020654,0.5847815132358991,139,93,e3c5,True,0.6256013469020654,0.5847815132358991,139,93,e3c5,True,0.6256013469020654,0.5847815132358991,139,93
r4rk1/pp4pp/2bppn2/2n2p1q/2P5/P2P1NP1/1B2PPBP/1R1Q1RK1 w - - 0 1,Bxf6,b2f6,022SBP,0.5585478112584982,0.6051860475782356,63,116,b2f6,True,0.5585478112584982,0.6051860475782356,63,116,b2f6,True,0.5585478112584982,0.6051860475782356,63,116
r1r3k1/pp2pp1p/1q1p1np1/8/2P5/1P3BP1/PQ2PP1P/R2R2K1 w - - 0 1,Rd4,d1d4,023SBP,0.5284907830699535,0.5165632973121441,30,18,d1d4,True,0.5284907830699535,0.5165632973121441,30,18,d1d2,False,0.5191711543147373,0.5266697440308632,20,29
r4rk1/p1pn1ppp/2p1pq2/8/3P4/8/PPPQ1PPP/2KR1B1R w - - 0 1,h4,h2h4,024SBP,0.5562556384097003,0.5847815132358991,61,93,g2g3,False,0.5601256441595228,0.5147240615881282,65,16,h2h4,True,0.5562556384097003,0.5847815132358991,61,93
r3kb1r/5qpp/bp2p3/p1p1Pp2/P6Q/1P2BN2/2P2PPP/3RR1K1 w kq - 0 1,Rd6,d1d6,025SBP,0.6048280318725772,0.7462761887954177,115,293,f3g5,False,0.6536863004592672,0.5604570759825421,172,66,d1d6,True,0.6048280318725772,0.7462761887954177,115,293
4r1k1/1pr2pp1/pQn4p/3Rp1q1/1P2P3/P3PB1P/6P1/2R3K1 w - - 0 1,h4,h3h4,026SBP,0.5279166420547422,0.5658919665398462,30,72,g1h2,False,0.5757393523047729,0.5865684965842631,82,95,f3g4,False,0.5459562040562876,0.6113275248507526,50,123
r1r2nk1/3q2p1/1p2pp1p/pb1p4/3P1N2/Q1R1P1NP/PP3PP1/2R3K1 w - - 0 1,Rxc8,c3c8,027SBP,0.5380223073958798,0.5803043837193158,41,88,c3c8,True,0.5380223073958798,0.5803043837193158,41,88,c3c8,True,0.5380223073958798,0.5803043837193158,41,88
r2q1rk1/3n3p/3p1bp1/2pPpp2/p1P5/2B2P2/PPB1Q1PP/3R1RK1 b - - 0 1,e4,e5e4,028SBP,0.535851750723567,0.6295343100667656,39,144,a4a3,False,0.5634594797076803,0.5883532029754936,69,97,e5e4,True,0.535851750723567,0.6295343100667656,39,144
r1bq1rk1/3n1ppp/p2b1n2/1ppPp3/4P3/1PNB1N2/P4PPP/R1BQ1RK1 w - - 0 1,Re1,f1e1,029SBP,0.5854757031920248,0.597241050790976,93,107,h2h3,False,0.5946111587913556,0.6007787318117942,104,111,d1c2,False,0.5936105416864307,0.6156928792462818,102,128
r4rk1/1pqb1ppp/p3p1n1/8/4P3/1BP1B1P1/P3QP1P/R2R2K1 w - - 0 1,Bd4,e3d4,030SBP,0.5196117490681013,0.5340066578563346,21,37,h2h4,False,0.5351760489647857,0.5376698043044984,38,41,h2h4,False,0.5351760489647857,0.5376698043044984,38,41
